County Name/State Abbreviation,Year,Labor Force,Employed,Unemployed,Unemployment Rate,,,,,
"Clay County, NE",2012,"3,479     ","3,353     ",126     ,3.6     ,,,,,
"Colfax County, NE",2012,"5,653     ","5,458     ",195     ,3.4     ,,,,,
"Cuming County, NE",2012,"4,905     ","4,758     ",147     ,3.0     ,,,,,
"Custer County, NE",2012,"6,098     ","5,928     ",170     ,2.8     ,,,,,
"Dakota County, NE",2012,"11,167     ","10,539     ",628     ,5.6     ,,,,,
"Dawes County, NE",2012,"5,405     ","5,213     ",192     ,3.6     ,,,,,
"Dawson County, NE",2012,"13,248     ","12,685     ",563     ,4.2     ,,,,,
"Deuel County, NE",2012,"1,190     ","1,152     ",38     ,3.2     ,,,,,
"Dixon County, NE",2012,"3,134     ","3,008     ",126     ,4.0     ,,,,,
"Dodge County, NE",2012,"19,229     ","18,382     ",847     ,4.4     ,,,,,
"Douglas County, NE",2012,"285,026     ","272,639     ","12,387     ",4.3     ,,,,,
"Dundy County, NE",2012,"1,279     ","1,243     ",36     ,2.8     ,,,,,
"Fillmore County, NE",2012,"3,314     ","3,209     ",105     ,3.2     ,,,,,
"Franklin County, NE",2012,"1,641     ","1,583     ",58     ,3.5     ,,,,,
"Frontier County, NE",2012,"1,609     ","1,559     ",50     ,3.1     ,,,,,
"Furnas County, NE",2012,"2,683     ","2,591     ",92     ,3.4     ,,,,,
"Gage County, NE",2012,"11,152     ","10,613     ",539     ,4.8     ,,,,,
"Garden County, NE",2012,"1,258     ","1,219     ",39     ,3.1     ,,,,,
"Garfield County, NE",2012,"1,218     ","1,182     ",36     ,3.0     ,,,,,
"Gosper County, NE",2012,"1,143     ","1,110     ",33     ,2.9     ,,,,,
"Grant County, NE",2012,439     ,424     ,15     ,3.4     ,,,,,
"Greeley County, NE",2012,"1,296     ","1,250     ",46     ,3.5     ,,,,,
"Hall County, NE",2012,"32,587     ","31,326     ","1,261     ",3.9     ,,,,,
"Hamilton County, NE",2012,"4,834     ","4,677     ",157     ,3.2     ,,,,,
"Harlan County, NE",2012,"1,874     ","1,815     ",59     ,3.1     ,,,,,
"Hayes County, NE",2012,663     ,644     ,19     ,2.9     ,,,,,
"Hitchcock County, NE",2012,"1,356     ","1,302     ",54     ,4.0     ,,,,,
"Holt County, NE",2012,"5,960     ","5,775     ",185     ,3.1     ,,,,,
"Hooker County, NE",2012,438     ,418     ,20     ,4.6     ,,,,,
"Howard County, NE",2012,"3,416     ","3,296     ",120     ,3.5     ,,,,,
"Jefferson County, NE",2012,"4,313     ","4,154     ",159     ,3.7     ,,,,,
"Johnson County, NE",2012,"2,188     ","2,096     ",92     ,4.2     ,,,,,
"Kearney County, NE",2012,"3,927     ","3,817     ",110     ,2.8     ,,,,,
"Keith County, NE",2012,"4,655     ","4,487     ",168     ,3.6     ,,,,,
"Keya Paha County, NE",2012,605     ,587     ,18     ,3.0     ,,,,,
"Kimball County, NE",2012,"2,218     ","2,147     ",71     ,3.2     ,,,,,
"Knox County, NE",2012,"4,781     ","4,625     ",156     ,3.3     ,,,,,
"Lancaster County, NE",2012,"167,268     ","161,395     ","5,873     ",3.5     ,,,,,
"Lincoln County, NE",2012,"19,236     ","18,499     ",737     ,3.8     ,,,,,
"Logan County, NE",2012,504     ,489     ,15     ,3.0     ,,,,,
"Loup County, NE",2012,391     ,377     ,14     ,3.6     ,,,,,
"McPherson County, NE",2012,359     ,347     ,12     ,3.3     ,,,,,
"Madison County, NE",2012,"19,170     ","18,482     ",688     ,3.6     ,,,,,
"Merrick County, NE",2012,"4,224     ","4,073     ",151     ,3.6     ,,,,,
"Morrill County, NE",2012,"2,698     ","2,614     ",84     ,3.1     ,,,,,
"Nance County, NE",2012,"2,094     ","2,026     ",68     ,3.2     ,,,,,
"Nemaha County, NE",2012,"3,877     ","3,694     ",183     ,4.7     ,,,,,
"Nuckolls County, NE",2012,"2,471     ","2,388     ",83     ,3.4     ,,,,,
"Otoe County, NE",2012,"8,493     ","8,120     ",373     ,4.4     ,,,,,
"Pawnee County, NE",2012,"1,638     ","1,585     ",53     ,3.2     ,,,,,
"Perkins County, NE",2012,"1,826     ","1,779     ",47     ,2.6     ,,,,,
"Phelps County, NE",2012,"5,040     ","4,893     ",147     ,2.9     ,,,,,
"Pierce County, NE",2012,"4,188     ","4,052     ",136     ,3.2     ,,,,,
"Platte County, NE",2012,"18,009     ","17,369     ",640     ,3.6     ,,,,,
"Polk County, NE",2012,"2,987     ","2,898     ",89     ,3.0     ,,,,,
"Red Willow County, NE",2012,"6,345     ","6,144     ",201     ,3.2     ,,,,,
"Richardson County, NE",2012,"4,396     ","4,177     ",219     ,5.0     ,,,,,
"Rock County, NE",2012,879     ,857     ,22     ,2.5     ,,,,,
"Saline County, NE",2012,"7,348     ","7,037     ",311     ,4.2     ,,,,,
"Sarpy County, NE",2012,"87,890     ","84,588     ","3,302     ",3.8     ,,,,,
"Saunders County, NE",2012,"11,167     ","10,706     ",461     ,4.1     ,,,,,
"Scotts Bluff County, NE",2012,"19,192     ","18,316     ",876     ,4.6     ,,,,,
"Seward County, NE",2012,"8,939     ","8,633     ",306     ,3.4     ,,,,,
"Sheridan County, NE",2012,"2,801     ","2,704     ",97     ,3.5     ,,,,,
"Sherman County, NE",2012,"1,747     ","1,683     ",64     ,3.7     ,,,,,
"Sioux County, NE",2012,840     ,811     ,29     ,3.5     ,,,,,
"Stanton County, NE",2012,"3,667     ","3,543     ",124     ,3.4     ,,,,,
"Thayer County, NE",2012,"3,003     ","2,913     ",90     ,3.0     ,,,,,
"Thomas County, NE",2012,426     ,410     ,16     ,3.8     ,,,,,
"Thurston County, NE",2012,"3,135     ","2,869     ",266     ,8.5     ,,,,,
"Valley County, NE",2012,"2,148     ","2,075     ",73     ,3.4     ,,,,,
"Washington County, NE",2012,"11,206     ","10,795     ",411     ,3.7     ,,,,,
"Wayne County, NE",2012,"5,717     ","5,538     ",179     ,3.1     ,,,,,
"Webster County, NE",2012,"1,743     ","1,681     ",62     ,3.6     ,,,,,
"Wheeler County, NE",2012,521     ,504     ,17     ,3.3     ,,,,,
"York County, NE",2012,"7,585     ","7,312     ",273     ,3.6     ,,,,,
"Churchill County, NV",2012,"11,030     ","9,768     ","1,262     ",11.4     ,,,,,
"Clark County, NV",2012,"992,000     ","875,964     ","116,036     ",11.7     ,,,,,
"Douglas County, NV",2012,"22,609     ","19,919     ","2,690     ",11.9     ,,,,,
"Elko County, NV",2012,"28,840     ","26,932     ","1,908     ",6.6     ,,,,,
"Esmeralda County, NV",2012,472     ,438     ,34     ,7.2     ,,,,,
"Eureka County, NV",2012,"1,091     ","1,022     ",69     ,6.3     ,,,,,
"Humboldt County, NV",2012,"9,045     ","8,426     ",619     ,6.8     ,,,,,
"Lander County, NV",2012,"3,409     ","3,142     ",267     ,7.8     ,,,,,
"Lincoln County, NV",2012,"2,089     ","1,863     ",226     ,10.8     ,,,,,
"Lyon County, NV",2012,"22,423     ","18,995     ","3,428     ",15.3     ,,,,,
"Mineral County, NV",2012,"1,893     ","1,627     ",266     ,14.1     ,,,,,
"Nye County, NV",2012,"16,611     ","14,128     ","2,483     ",14.9     ,,,,,
"Pershing County, NV",2012,"2,589     ","2,329     ",260     ,10.0     ,,,,,
"Storey County, NV",2012,"1,904     ","1,641     ",263     ,13.8     ,,,,,
"Washoe County, NV",2012,"219,463     ","194,330     ","25,133     ",11.5     ,,,,,
"White Pine County, NV",2012,"5,019     ","4,620     ",399     ,7.9     ,,,,,
"Carson City, NV",2012,"25,720     ","22,588     ","3,132     ",12.2     ,,,,,
"Belknap County, NH",2012,"32,041     ","30,321     ","1,720     ",5.4     ,,,,,
"Carroll County, NH",2012,"24,657     ","23,372     ","1,285     ",5.2     ,,,,,
"Cheshire County, NH",2012,"42,600     ","40,455     ","2,145     ",5.0     ,,,,,
"Coos County, NH",2012,"16,081     ","14,904     ","1,177     ",7.3     ,,,,,
"Grafton County, NH",2012,"48,717     ","46,569     ","2,148     ",4.4     ,,,,,
"Hillsborough County, NH",2012,"226,816     ","213,815     ","13,001     ",5.7     ,,,,,
"Merrimack County, NH",2012,"81,132     ","77,154     ","3,978     ",4.9     ,,,,,
"Rockingham County, NH",2012,"174,688     ","164,616     ","10,072     ",5.8     ,,,,,
"Strafford County, NH",2012,"70,030     ","66,275     ","3,755     ",5.4     ,,,,,
"Sullivan County, NH",2012,"24,035     ","22,966     ","1,069     ",4.4     ,,,,,
"Atlantic County, NJ",2012,"140,161     ","122,261     ","17,900     ",12.8     ,,,,,
"Bergen County, NJ",2012,"484,140     ","446,819     ","37,321     ",7.7     ,,,,,
"Burlington County, NJ",2012,"234,925     ","214,417     ","20,508     ",8.7     ,,,,,
"Camden County, NJ",2012,"261,304     ","233,077     ","28,227     ",10.8     ,,,,,
"Cape May County, NJ",2012,"49,803     ","42,076     ","7,727     ",15.5     ,,,,,
"Cumberland County, NJ",2012,"71,123     ","61,727     ","9,396     ",13.2     ,,,,,
"Essex County, NJ",2012,"383,508     ","342,112     ","41,396     ",10.8     ,,,,,
"Gloucester County, NJ",2012,"151,261     ","135,879     ","15,382     ",10.2     ,,,,,
"Hudson County, NJ",2012,"360,287     ","328,173     ","32,114     ",8.9     ,,,,,
"Hunterdon County, NJ",2012,"67,414     ","62,776     ","4,638     ",6.9     ,,,,,
"Mercer County, NJ",2012,"194,366     ","178,269     ","16,097     ",8.3     ,,,,,
"Middlesex County, NJ",2012,"429,638     ","392,361     ","37,277     ",8.7     ,,,,,
"Monmouth County, NJ",2012,"330,054     ","301,087     ","28,967     ",8.8     ,,,,,
"Morris County, NJ",2012,"266,982     ","247,908     ","19,074     ",7.1     ,,,,,
"Ocean County, NJ",2012,"267,594     ","238,964     ","28,630     ",10.7     ,,,,,
"Passaic County, NJ",2012,"253,766     ","225,598     ","28,168     ",11.1     ,,,,,
"Salem County, NJ",2012,"32,107     ","28,293     ","3,814     ",11.9     ,,,,,
"Somerset County, NJ",2012,"175,600     ","162,471     ","13,129     ",7.5     ,,,,,
"Sussex County, NJ",2012,"81,110     ","73,766     ","7,344     ",9.1     ,,,,,
"Union County, NJ",2012,"282,619     ","255,811     ","26,808     ",9.5     ,,,,,
"Warren County, NJ",2012,"58,523     ","53,376     ","5,147     ",8.8     ,,,,,
"Bernalillo County, NM",2012,"321,332     ","300,007     ","21,325     ",6.6     ,,,,,
"Catron County, NM",2012,"1,249     ","1,132     ",117     ,9.4     ,,,,,
"Chaves County, NM",2012,"27,003     ","25,287     ","1,716     ",6.4     ,,,,,
"Cibola County, NM",2012,"9,302     ","8,516     ",786     ,8.4     ,,,,,
"Colfax County, NM",2012,"6,136     ","5,664     ",472     ,7.7     ,,,,,
"Curry County, NM",2012,"21,614     ","20,565     ","1,049     ",4.9     ,,,,,
"De Baca County, NM",2012,824     ,789     ,35     ,4.2     ,,,,,
"Dona Ana County, NM",2012,"93,870     ","87,140     ","6,730     ",7.2     ,,,,,
"Eddy County, NM",2012,"26,874     ","25,644     ","1,230     ",4.6     ,,,,,
"Grant County, NM",2012,"13,023     ","12,174     ",849     ,6.5     ,,,,,
"Guadalupe County, NM",2012,"1,646     ","1,485     ",161     ,9.8     ,,,,,
"Harding County, NM",2012,293     ,275     ,18     ,6.1     ,,,,,
"Hidalgo County, NM",2012,"2,340     ","2,172     ",168     ,7.2     ,,,,,
"Lea County, NM",2012,"28,373     ","27,061     ","1,312     ",4.6     ,,,,,
"Lincoln County, NM",2012,"8,975     ","8,401     ",574     ,6.4     ,,,,,
"Los Alamos County, NM",2012,"9,016     ","8,672     ",344     ,3.8     ,,,,,
"Luna County, NM",2012,"11,438     ","9,195     ","2,243     ",19.6     ,,,,,
"McKinley County, NM",2012,"24,929     ","22,584     ","2,345     ",9.4     ,,,,,
"Mora County, NM",2012,"2,315     ","2,066     ",249     ,10.8     ,,,,,
"Otero County, NM",2012,"25,081     ","23,482     ","1,599     ",6.4     ,,,,,
"Quay County, NM",2012,"3,393     ","3,123     ",270     ,8.0     ,,,,,
"Rio Arriba County, NM",2012,"16,870     ","15,332     ","1,538     ",9.1     ,,,,,
"Roosevelt County, NM",2012,"8,358     ","7,900     ",458     ,5.5     ,,,,,
"Sandoval County, NM",2012,"60,586     ","55,966     ","4,620     ",7.6     ,,,,,
"San Juan County, NM",2012,"55,371     ","51,522     ","3,849     ",7.0     ,,,,,
"San Miguel County, NM",2012,"11,108     ","10,142     ",966     ,8.7     ,,,,,
"Santa Fe County, NM",2012,"73,761     ","69,587     ","4,174     ",5.7     ,,,,,
"Sierra County, NM",2012,"3,975     ","3,593     ",382     ,9.6     ,,,,,
"Socorro County, NM",2012,"6,826     ","6,360     ",466     ,6.8     ,,,,,
"Taos County, NM",2012,"15,012     ","13,470     ","1,542     ",10.3     ,,,,,
"Torrance County, NM",2012,"5,767     ","5,166     ",601     ,10.4     ,,,,,
"Union County, NM",2012,"1,875     ","1,795     ",80     ,4.3     ,,,,,
"Valencia County, NM",2012,"30,227     ","27,669     ","2,558     ",8.5     ,,,,,
"Albany County, NY",2012,"160,401     ","148,855     ","11,546     ",7.2     ,,,,,
"Allegany County, NY",2012,"23,658     ","21,638     ","2,020     ",8.5     ,,,,,
"Bronx County, NY",2012,"594,885     ","520,367     ","74,518     ",12.5     ,,,,,
"Broome County, NY",2012,"93,879     ","85,603     ","8,276     ",8.8     ,,,,,
"Cattaraugus County, NY",2012,"38,264     ","34,639     ","3,625     ",9.5     ,,,,,
"Cayuga County, NY",2012,"39,056     ","35,787     ","3,269     ",8.4     ,,,,,
"Chautauqua County, NY",2012,"61,194     ","55,903     ","5,291     ",8.6     ,,,,,
"Chemung County, NY",2012,"40,497     ","37,041     ","3,456     ",8.5     ,,,,,
"Chenango County, NY",2012,"24,093     ","21,984     ","2,109     ",8.8     ,,,,,
"Clinton County, NY",2012,"37,952     ","34,331     ","3,621     ",9.5     ,,,,,
"Columbia County, NY",2012,"31,633     ","29,371     ","2,262     ",7.2     ,,,,,
"Cortland County, NY",2012,"24,444     ","22,305     ","2,139     ",8.8     ,,,,,
"Delaware County, NY",2012,"21,560     ","19,649     ","1,911     ",8.9     ,,,,,
"Dutchess County, NY",2012,"146,160     ","134,622     ","11,538     ",7.9     ,,,,,
"Erie County, NY",2012,"461,103     ","422,256     ","38,847     ",8.4     ,,,,,
"Essex County, NY",2012,"18,152     ","16,392     ","1,760     ",9.7     ,,,,,
"Franklin County, NY",2012,"21,768     ","19,658     ","2,110     ",9.7     ,,,,,
"Fulton County, NY",2012,"25,370     ","22,534     ","2,836     ",11.2     ,,,,,
"Genesee County, NY",2012,"30,841     ","28,365     ","2,476     ",8.0     ,,,,,
"Greene County, NY",2012,"21,525     ","19,354     ","2,171     ",10.1     ,,,,,
"Hamilton County, NY",2012,"2,448     ","2,181     ",267     ,10.9     ,,,,,
"Herkimer County, NY",2012,"30,496     ","27,786     ","2,710     ",8.9     ,,,,,
"Jefferson County, NY",2012,"48,359     ","43,529     ","4,830     ",10.0     ,,,,,
"Kings County, NY",2012,"1,189,756     ","1,072,483     ","117,273     ",9.9     ,,,,,
"Lewis County, NY",2012,"12,254     ","11,013     ","1,241     ",10.1     ,,,,,
"Livingston County, NY",2012,"32,096     ","29,545     ","2,551     ",7.9     ,,,,,
"Madison County, NY",2012,"34,568     ","31,589     ","2,979     ",8.6     ,,,,,
"Monroe County, NY",2012,"375,735     ","345,696     ","30,039     ",8.0     ,,,,,
"Montgomery County, NY",2012,"23,424     ","20,954     ","2,470     ",10.5     ,,,,,
"Nassau County, NY",2012,"692,547     ","643,054     ","49,493     ",7.1     ,,,,,
"New York County, NY",2012,"894,573     ","822,146     ","72,427     ",8.1     ,,,,,
"Niagara County, NY",2012,"105,621     ","95,634     ","9,987     ",9.5     ,,,,,
"Oneida County, NY",2012,"108,406     ","99,345     ","9,061     ",8.4     ,,,,,
"Onondaga County, NY",2012,"232,618     ","214,042     ","18,576     ",8.0     ,,,,,
"Ontario County, NY",2012,"55,960     ","51,830     ","4,130     ",7.4     ,,,,,
"Orange County, NY",2012,"179,353     ","164,966     ","14,387     ",8.0     ,,,,,
"Orleans County, NY",2012,"18,852     ","16,999     ","1,853     ",9.8     ,,,,,
"Oswego County, NY",2012,"57,885     ","51,445     ","6,440     ",11.1     ,,,,,
"Otsego County, NY",2012,"31,411     ","28,909     ","2,502     ",8.0     ,,,,,
"Putnam County, NY",2012,"51,525     ","47,769     ","3,756     ",7.3     ,,,,,
"Queens County, NY",2012,"1,123,639     ","1,029,794     ","93,845     ",8.4     ,,,,,
"Rensselaer County, NY",2012,"83,475     ","76,917     ","6,558     ",7.9     ,,,,,
"Richmond County, NY",2012,"218,185     ","197,348     ","20,837     ",9.6     ,,,,,
"Rockland County, NY",2012,"150,225     ","139,075     ","11,150     ",7.4     ,,,,,
"St. Lawrence County, NY",2012,"48,530     ","43,508     ","5,022     ",10.3     ,,,,,
"Saratoga County, NY",2012,"117,330     ","109,223     ","8,107     ",6.9     ,,,,,
"Schenectady County, NY",2012,"77,934     ","71,862     ","6,072     ",7.8     ,,,,,
"Schoharie County, NY",2012,"15,435     ","13,996     ","1,439     ",9.3     ,,,,,
"Schuyler County, NY",2012,"9,021     ","8,162     ",859     ,9.5     ,,,,,
"Seneca County, NY",2012,"16,217     ","14,905     ","1,312     ",8.1     ,,,,,
"Steuben County, NY",2012,"45,766     ","41,432     ","4,334     ",9.5     ,,,,,
"Suffolk County, NY",2012,"778,227     ","716,784     ","61,443     ",7.9     ,,,,,
"Sullivan County, NY",2012,"35,265     ","32,006     ","3,259     ",9.2     ,,,,,
"Tioga County, NY",2012,"25,429     ","23,394     ","2,035     ",8.0     ,,,,,
"Tompkins County, NY",2012,"54,976     ","51,558     ","3,418     ",6.2     ,,,,,
"Ulster County, NY",2012,"90,914     ","83,282     ","7,632     ",8.4     ,,,,,
"Warren County, NY",2012,"33,716     ","30,577     ","3,139     ",9.3     ,,,,,
"Washington County, NY",2012,"29,857     ","27,351     ","2,506     ",8.4     ,,,,,
"Wayne County, NY",2012,"46,460     ","42,421     ","4,039     ",8.7     ,,,,,
"Westchester County, NY",2012,"476,735     ","441,625     ","35,110     ",7.4     ,,,,,
"Wyoming County, NY",2012,"18,876     ","17,183     ","1,693     ",9.0     ,,,,,
"Yates County, NY",2012,"12,071     ","11,116     ",955     ,7.9     ,,,,,
"Alamance County, NC",2012,"78,641     ","71,776     ","6,865     ",8.7     ,,,,,
"Alexander County, NC",2012,"17,826     ","16,078     ","1,748     ",9.8     ,,,,,
"Alleghany County, NC",2012,"4,643     ","4,148     ",495     ,10.7     ,,,,,
"Anson County, NC",2012,"11,158     ","9,910     ","1,248     ",11.2     ,,,,,
"Ashe County, NC",2012,"13,302     ","11,881     ","1,421     ",10.7     ,,,,,
"Avery County, NC",2012,"7,812     ","6,962     ",850     ,10.9     ,,,,,
"Beaufort County, NC",2012,"21,237     ","18,934     ","2,303     ",10.8     ,,,,,
"Bertie County, NC",2012,"8,746     ","7,726     ","1,020     ",11.7     ,,,,,
"Bladen County, NC",2012,"14,587     ","12,691     ","1,896     ",13.0     ,,,,,
"Brunswick County, NC",2012,"47,781     ","42,283     ","5,498     ",11.5     ,,,,,
"Buncombe County, NC",2012,"127,452     ","117,988     ","9,464     ",7.4     ,,,,,
"Burke County, NC",2012,"41,048     ","36,909     ","4,139     ",10.1     ,,,,,
"Cabarrus County, NC",2012,"92,135     ","83,642     ","8,493     ",9.2     ,,,,,
"Caldwell County, NC",2012,"37,235     ","32,811     ","4,424     ",11.9     ,,,,,
"Camden County, NC",2012,"4,557     ","4,191     ",366     ,8.0     ,,,,,
"Carteret County, NC",2012,"31,763     ","28,859     ","2,904     ",9.1     ,,,,,
"Caswell County, NC",2012,"10,050     ","8,954     ","1,096     ",10.9     ,,,,,
"Catawba County, NC",2012,"77,247     ","69,223     ","8,024     ",10.4     ,,,,,
"Chatham County, NC",2012,"31,875     ","29,313     ","2,562     ",8.0     ,,,,,
"Cherokee County, NC",2012,"11,525     ","10,232     ","1,293     ",11.2     ,,,,,
"Chowan County, NC",2012,"5,958     ","5,294     ",664     ,11.1     ,,,,,
"Clay County, NC",2012,"4,204     ","3,758     ",446     ,10.6     ,,,,,
"Cleveland County, NC",2012,"46,165     ","40,947     ","5,218     ",11.3     ,,,,,
"Columbus County, NC",2012,"23,400     ","20,464     ","2,936     ",12.5     ,,,,,
"Craven County, NC",2012,"42,237     ","38,135     ","4,102     ",9.7     ,,,,,
"Cumberland County, NC",2012,"133,635     ","119,256     ","14,379     ",10.8     ,,,,,
"Currituck County, NC",2012,"12,566     ","11,464     ","1,102     ",8.8     ,,,,,
"Dare County, NC",2012,"20,913     ","18,268     ","2,645     ",12.6     ,,,,,
"Davidson County, NC",2012,"80,304     ","72,328     ","7,976     ",9.9     ,,,,,
"Davie County, NC",2012,"20,166     ","18,293     ","1,873     ",9.3     ,,,,,
"Duplin County, NC",2012,"26,646     ","24,156     ","2,490     ",9.3     ,,,,,
"Durham County, NC",2012,"149,901     ","138,530     ","11,371     ",7.6     ,,,,,
"Edgecombe County, NC",2012,"24,601     ","20,997     ","3,604     ",14.6     ,,,,,
"Forsyth County, NC",2012,"177,910     ","161,767     ","16,143     ",9.1     ,,,,,
"Franklin County, NC",2012,"28,408     ","25,590     ","2,818     ",9.9     ,,,,,
"Gaston County, NC",2012,"101,897     ","90,989     ","10,908     ",10.7     ,,,,,
"Gates County, NC",2012,"5,400     ","4,976     ",424     ,7.9     ,,,,,
"Graham County, NC",2012,"3,615     ","2,962     ",653     ,18.1     ,,,,,
"Granville County, NC",2012,"28,529     ","26,194     ","2,335     ",8.2     ,,,,,
"Greene County, NC",2012,"9,733     ","8,875     ",858     ,8.8     ,,,,,
"Guilford County, NC",2012,"256,943     ","231,822     ","25,121     ",9.8     ,,,,,
"Halifax County, NC",2012,"22,156     ","19,086     ","3,070     ",13.9     ,,,,,
"Harnett County, NC",2012,"50,163     ","44,712     ","5,451     ",10.9     ,,,,,
"Haywood County, NC",2012,"27,752     ","25,160     ","2,592     ",9.3     ,,,,,
"Henderson County, NC",2012,"48,982     ","45,221     ","3,761     ",7.7     ,,,,,
"Hertford County, NC",2012,"9,660     ","8,595     ","1,065     ",11.0     ,,,,,
"Hoke County, NC",2012,"20,011     ","17,822     ","2,189     ",10.9     ,,,,,
"Hyde County, NC",2012,"2,152     ","1,856     ",296     ,13.8     ,,,,,
"Iredell County, NC",2012,"79,950     ","71,826     ","8,124     ",10.2     ,,,,,
"Jackson County, NC",2012,"18,234     ","16,258     ","1,976     ",10.8     ,,,,,
"Johnston County, NC",2012,"84,222     ","76,949     ","7,273     ",8.6     ,,,,,
"Jones County, NC",2012,"4,629     ","4,159     ",470     ,10.2     ,,,,,
"Lee County, NC",2012,"27,342     ","24,159     ","3,183     ",11.6     ,,,,,
"Lenoir County, NC",2012,"28,740     ","25,852     ","2,888     ",10.0     ,,,,,
"Lincoln County, NC",2012,"40,285     ","36,321     ","3,964     ",9.8     ,,,,,
"McDowell County, NC",2012,"20,782     ","18,478     ","2,304     ",11.1     ,,,,,
"Macon County, NC",2012,"15,623     ","13,924     ","1,699     ",10.9     ,,,,,
"Madison County, NC",2012,"9,572     ","8,615     ",957     ,10.0     ,,,,,
"Martin County, NC",2012,"10,528     ","9,234     ","1,294     ",12.3     ,,,,,
"Mecklenburg County, NC",2012,"532,231     ","484,538     ","47,693     ",9.0     ,,,,,
"Mitchell County, NC",2012,"6,711     ","5,871     ",840     ,12.5     ,,,,,
"Montgomery County, NC",2012,"11,656     ","10,393     ","1,263     ",10.8     ,,,,,
"Moore County, NC",2012,"37,789     ","34,388     ","3,401     ",9.0     ,,,,,
"Nash County, NC",2012,"46,530     ","41,042     ","5,488     ",11.8     ,,,,,
"New Hanover County, NC",2012,"109,761     ","100,052     ","9,709     ",8.8     ,,,,,
"Northampton County, NC",2012,"8,374     ","7,390     ",984     ,11.8     ,,,,,
"Onslow County, NC",2012,"64,123     ","58,859     ","5,264     ",8.2     ,,,,,
"Orange County, NC",2012,"72,628     ","68,085     ","4,543     ",6.3     ,,,,,
"Pamlico County, NC",2012,"5,418     ","4,917     ",501     ,9.2     ,,,,,
"Pasquotank County, NC",2012,"18,282     ","16,402     ","1,880     ",10.3     ,,,,,
"Pender County, NC",2012,"25,101     ","22,419     ","2,682     ",10.7     ,,,,,
"Perquimans County, NC",2012,"5,312     ","4,745     ",567     ,10.7     ,,,,,
"Person County, NC",2012,"18,561     ","16,464     ","2,097     ",11.3     ,,,,,
"Pitt County, NC",2012,"88,465     ","80,207     ","8,258     ",9.3     ,,,,,
"Polk County, NC",2012,"8,417     ","7,686     ",731     ,8.7     ,,,,,
"Randolph County, NC",2012,"69,079     ","62,045     ","7,034     ",10.2     ,,,,,
"Richmond County, NC",2012,"18,104     ","15,625     ","2,479     ",13.7     ,,,,,
"Robeson County, NC",2012,"53,328     ","46,099     ","7,229     ",13.6     ,,,,,
"Rockingham County, NC",2012,"43,424     ","38,417     ","5,007     ",11.5     ,,,,,
"Rowan County, NC",2012,"63,882     ","56,768     ","7,114     ",11.1     ,,,,,
"Rutherford County, NC",2012,"27,038     ","23,385     ","3,653     ",13.5     ,,,,,
"Sampson County, NC",2012,"29,958     ","27,095     ","2,863     ",9.6     ,,,,,
"Scotland County, NC",2012,"12,596     ","10,387     ","2,209     ",17.5     ,,,,,
"Stanly County, NC",2012,"29,003     ","26,050     ","2,953     ",10.2     ,,,,,
"Stokes County, NC",2012,"22,586     ","20,433     ","2,153     ",9.5     ,,,,,
"Surry County, NC",2012,"33,943     ","30,594     ","3,349     ",9.9     ,,,,,
"Swain County, NC",2012,"6,587     ","5,596     ",991     ,15.0     ,,,,,
"Transylvania County, NC",2012,"13,568     ","12,360     ","1,208     ",8.9     ,,,,,
"Tyrrell County, NC",2012,"1,599     ","1,376     ",223     ,13.9     ,,,,,
"Union County, NC",2012,"105,081     ","96,627     ","8,454     ",8.0     ,,,,,
"Vance County, NC",2012,"18,665     ","16,081     ","2,584     ",13.8     ,,,,,
"Wake County, NC",2012,"506,466     ","469,451     ","37,015     ",7.3     ,,,,,
"Warren County, NC",2012,"7,650     ","6,675     ",975     ,12.7     ,,,,,
"Washington County, NC",2012,"4,922     ","4,149     ",773     ,15.7     ,,,,,
"Watauga County, NC",2012,"27,276     ","25,213     ","2,063     ",7.6     ,,,,,
"Wayne County, NC",2012,"55,842     ","50,996     ","4,846     ",8.7     ,,,,,
"Wilkes County, NC",2012,"30,856     ","27,577     ","3,279     ",10.6     ,,,,,
"Wilson County, NC",2012,"38,694     ","33,547     ","5,147     ",13.3     ,,,,,
"Yadkin County, NC",2012,"18,121     ","16,414     ","1,707     ",9.4     ,,,,,
"Yancey County, NC",2012,"8,046     ","7,166     ",880     ,10.9     ,,,,,
"Adams County, ND",2012,"1,105     ","1,075     ",30     ,2.7     ,,,,,
"Barnes County, ND",2012,"5,719     ","5,531     ",188     ,3.3     ,,,,,
"Benson County, ND",2012,"2,753     ","2,569     ",184     ,6.7     ,,,,,
"Billings County, ND",2012,471     ,456     ,15     ,3.2     ,,,,,
"Bottineau County, ND",2012,"3,389     ","3,279     ",110     ,3.2     ,,,,,
"Bowman County, ND",2012,"1,908     ","1,874     ",34     ,1.8     ,,,,,
"Burke County, ND",2012,"1,368     ","1,342     ",26     ,1.9     ,,,,,
"Burleigh County, ND",2012,"46,335     ","45,084     ","1,251     ",2.7     ,,,,,
"Cass County, ND",2012,"89,079     ","86,578     ","2,501     ",2.8     ,,,,,
"Cavalier County, ND",2012,"2,136     ","2,071     ",65     ,3.0     ,,,,,
"Dickey County, ND",2012,"2,693     ","2,623     ",70     ,2.6     ,,,,,
"Divide County, ND",2012,"1,778     ","1,752     ",26     ,1.5     ,,,,,
